Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Material_Footprint_Per_Capita,Continent,Hemisphere,Waste_Per_Capita_kg,Economic_Loss_Per_Capita_USD,Carbon_Footprint_kgCO2e,Carbon_Per_Capita_kgCO2e,Years_From_2018,Is_Pandemic_Year,Is_Post_Pandemic,Year_Trend,Country_Trend,Year_Cycle,Year_Cycle_Cos,Population_Material_Interaction,Year_Population_Interaction,GDP_Per_Capita_Proxy,Waste_Efficiency,Economic_Intensity,Waste_Trend,Economic_Trend,Category_Waste_Share,Category_Economic_Share,Sustainability_Score,Country_Encoded,Food Category_Encoded,Continent_Encoded,Hemisphere_Encoded,ISO_Code,Correct_Waste_Per_Capita_kg,Correct_Carbon_Per_Capita_kgCO2e,Correct_Economic_Loss_Per_Capita_USD
UK,2023,Prepared Food,6901.13,7359.68,135.48,229.89,36.8,17.549999999999997,Europe,Unknown,0.0300192700856931,32.01391970072643,6901130.0,0.0300192700856931,5,0,1,5,190.0,1271.0883876424302,-0.3090169943748428,4034.569499999999,1149.4499999999998,32013.91970072644,30.01927008569316,1.066445640061845,23126.526666666672,24035.76000000001,0.0079685875673831,0.008532045309449,92.59591021793032,18,7,3,2,GBR,0.030019270085693158,0.030019270085693158,32.01391970072643
USA,2019,Bakery Items,5611.35,5955.37,83.59,599.73,60.87,17.549999999999997,America,Unknown,0.0093564604071832,9.93008520500892,5611350.0,0.0093564604071832,1,0,0,1,57.0,1268.5751135195585,0.8090169943749413,10525.2615,599.73,9930.08520500892,9.356460407183231,1.0613078849118305,28878.08666666666,27604.283333333336,0.005979318644634,0.0064593858671669,97.69708702249346,19,0,1,2,USA,0.009356460407183232,0.009356460407183232,9.93008520500892
Canada,2023,Bakery Items,37560.08,30645.7,120.84,516.13,44.2,17.549999999999997,America,Unknown,0.0727725185515277,59.37593242012671,37560080.0,0.0727725185515277,5,0,1,5,200.0,1271.0883876424302,-0.3090169943748428,9058.081499999998,2580.65,59375.932420126715,72.77251855152772,0.815911467707204,27352.159999999993,25943.46666666667,0.0437454341673847,0.0355502968019465,83.87425416077345,3,0,1,2,CAN,0.07277251855152772,0.07277251855152772,59.37593242012671
France,2022,Frozen Food,10751.44,8987.4,131.56,1296.98,63.74,17.549999999999997,Europe,Unknown,0.0082895958303134,6.929482335887986,10751440.0,0.0082895958303134,4,1,0,4,150.5,1270.4600691117123,0.3090169943750283,22761.998999999996,5187.92,6929.482335887985,8.289595830313498,0.835925234201186,31608.020000000004,32809.806666666664,0.0110224715530171,0.009121677755384,98.14650835016732,5,3,3,2,FRA,0.008289595830313497,0.008289595830313497,6.929482335887986
Japan,2018,Beverages,29385.94,27250.31,61.36,535.2,35.95,18.89,Asia,Northern Hemisphere,0.0549064648729446,50.91612481315396,29385940.0,0.0549064648729446,0,0,0,0,17.5,1267.9467949888406,0.3090169943749612,10109.928000000002,0.0,50916.124813153954,54.90646487294469,0.927324768239505,20114.160000000003,18372.943333333333,0.038289995487567,0.0353951659715654,87.22148243647234,10,1,2,0,JPN,0.05490646487294469,0.05490646487294469,50.91612481315396
Saudi Arabia,2023,Dairy Products,2544.13,2929.07,117.33,302.85,51.96,17.549999999999997,Asia,Unknown,0.0084006273732871,9.671685652963513,2544130.0,0.0084006273732871,5,0,1,5,181.5,1271.0883876424302,-0.3090169943748428,5315.0175,1514.25,9671.685652963512,8.400627373287106,1.1513051612928584,16726.726666666666,14356.893333333332,0.0028220250506926,0.0031986352757401,97.85674360244346,13,2,2,2,SAU,0.008400627373287105,0.008400627373287105,9.671685652963513
Germany,2023,Meat & Seafood,5914.08,5072.79,113.07,899.36,33.87,17.549999999999997,Europe,Unknown,0.0065758761786159,5.640444315958015,5914080.0,0.0065758761786159,5,0,1,5,229.0,1271.0883876424302,-0.3090169943748428,15783.767999999998,4496.8,5640.444315958015,6.575876178615904,0.8577479506533561,20342.35000000001,21110.95666666667,0.0058610319754214,0.0050356862079531,98.51533290339798,6,6,3,2,DEU,0.006575876178615905,0.006575876178615905,5.640444315958015
Argentina,2019,Beverages,11573.09,11212.17,52.81,190.27,35.89,15.81,America,Southern Hemisphere,0.0608245650917117,58.927681715456984,11573090.0,0.0608245650917117,1,0,0,1,54.5,1268.5751135195585,0.8090169943749413,3008.1687,190.27,58927.68171545698,60.824565091711776,0.9688138604296692,15549.15,13318.766666666668,0.0103510837969125,0.0099834917826521,85.59179271561466,0,1,1,1,ARG,0.06082456509171178,0.06082456509171178,58.927681715456984
Saudi Arabia,2023,Beverages,4282.13,4826.13,35.54,749.21,59.35,17.549999999999997,Asia,Unknown,0.0057155270217962,6.441625178521376,4282130.0,0.0057155270217962,5,0,1,5,181.5,1271.0883876424302,-0.3090169943748428,13148.6355,3746.05,6441.625178521375,5.715527021796292,1.1270395807693834,16143.376666666669,13915.183333333334,0.004749866606786,0.0052702836269901,98.5556636990964,13,1,2,2,SAU,0.005715527021796292,0.005715527021796292,6.441625178521376
Turkey,2023,Dairy Products,45027.58,46548.39,174.97,383.44,45.99,17.549999999999997,Europe,Unknown,0.1174305758397663,121.39680262883373,45027580.0,0.1174305758397663,5,0,1,5,197.0,1271.0883876424302,-0.3090169943748428,6729.3719999999985,1917.2,121396.80262883371,117.43057583976632,1.033775077408113,30361.243333333347,30667.69666666667,0.046134517306553,0.0485251963469802,71.42003911954934,17,2,3,2,TUR,0.11743057583976632,0.11743057583976632,121.39680262883371
Brazil,2023,Dairy Products,9633.28,8830.22,68.34,834.84,61.75,17.549999999999997,America,Unknown,0.0115390733553734,10.577140529921902,9633280.0,0.0115390733553734,5,0,1,5,201.0,1271.0883876424302,-0.3090169943748428,14651.441999999995,4174.2,10577.1405299219,11.539073355373484,0.9166369087164496,20709.813333333328,22470.053333333333,0.0084405054928149,0.0078925523432337,97.32681567725552,2,2,1,2,BRA,0.011539073355373484,0.011539073355373484,10.577140529921902
Mexico,2021,Grains & Cereals,45162.51,44880.05,41.79,954.89,55.87,10.85,America,Northern Hemisphere,0.0472960340981683,47.00023039302956,45162510.0,0.0472960340981683,3,1,0,3,110.0,1269.8317505809944,0.8090169943749828,10360.5565,2864.67,47000.23039302957,47.29603409816838,0.9937456974822702,38055.16999999999,37296.11666666667,0.0501667813925486,0.0492781462337462,88.67853218695348,11,5,1,0,MEX,0.04729603409816838,0.04729603409816838,47.00023039302956
Brazil,2024,Beverages,46556.75,42942.59,135.63,263.77,51.01,17.549999999999997,America,Unknown,0.1765050991394017,162.8031618455473,46556750.0,0.1765050991394017,6,0,1,6,241.0,1271.7167061731484,-0.8090169943750019,4629.163499999999,1582.62,162803.16184554726,176.50509913940175,0.9223708699597802,23446.736666666664,21999.819999999996,0.0493184474303703,0.0462666593158758,59.008969935929024,2,1,1,2,BRA,0.17650509913940177,0.17650509913940177,162.80316184554727
Turkey,2023,Meat & Seafood,46136.0,45904.35,160.68,974.32,41.4,17.549999999999997,Europe,Unknown,0.0473519993431316,47.114243780277526,46136000.0,0.0473519993431316,5,0,1,5,197.0,1271.0883876424302,-0.3090169943748428,17099.316,4871.6,47114.24378027752,47.35199934313162,0.9949789752037456,38122.06666666668,39387.973333333335,0.0472701861937757,0.0478538054040215,88.65929571393382,17,6,3,2,TUR,0.04735199934313162,0.04735199934313162,47.114243780277526
Spain,2020,Grains & Cereals,4893.99,4034.88,105.19,510.24,31.81,13.48,Europe,Northern Hemisphere,0.009591545155221,7.907808090310442,4893990.0,0.009591545155221,2,1,0,2,99.0,1269.2034320502764,1.0,6878.0352,1020.48,7907.808090310442,9.591545155221072,0.8244561186271325,20123.10666666666,21486.06999999999,0.0046402244318252,0.0038994053389462,97.866402869238,16,5,3,0,ESP,0.009591545155221072,0.009591545155221072,7.907808090310442
Japan,2019,Beverages,30598.5,34392.32,159.09,738.91,50.83,18.18,Asia,Northern Hemisphere,0.0414103206073811,46.544667144848496,30598500.0,0.0414103206073811,1,0,0,1,55.0,1268.5751135195585,0.8090169943749413,13433.3838,738.91,46544.6671448485,41.410320607381145,1.1239871235518082,21511.630000000005,22052.743333333332,0.0295178480410745,0.0318672044642876,89.54808840048179,10,1,2,0,JPN,0.041410320607381146,0.041410320607381146,46.544667144848496
China,2024,Fruits & Vegetables,10124.3,8979.47,181.05,613.93,44.56,17.549999999999997,Asia,Unknown,0.0164909680256706,14.62621145733227,10124300.0,0.0164909680256706,6,0,1,6,244.0,1271.7167061731484,-0.8090169943750019,10774.471499999998,3683.58,14626.211457332269,16.49096802567068,0.8869225526703081,18742.70333333334,19396.3,0.0105440922615311,0.0091901368863667,96.22864333067288,4,4,2,2,CHN,0.01649096802567068,0.01649096802567068,14.62621145733227
Australia,2022,Beverages,38371.75,37851.62,67.0,1198.0,53.97,17.549999999999997,Oceania,Unknown,0.0320298414023372,31.59567612687813,38371750.0,0.0320298414023372,4,1,0,4,144.0,1270.4600691117123,0.3090169943750283,21024.9,4792.0,31595.676126878137,32.029841402337226,0.9864449757959958,35457.549999999996,36169.170000000006,0.0479472071469544,0.0483498117171577,92.35625459098496,1,1,4,2,AUS,0.03202984140233723,0.03202984140233723,31.59567612687813
Canada,2024,Bakery Items,10290.86,11048.84,81.46,1276.02,39.57,17.549999999999997,America,Unknown,0.0080648108963809,8.658829798905973,10290860.0,0.0080648108963809,6,0,1,6,236.0,1271.7167061731484,-0.8090169943750019,22394.15099999999,7656.12,8658.829798905974,8.064810896380935,1.0736556517142395,21976.83333333333,20011.873333333337,0.0104552734618497,0.0113851766768728,98.00504349461607,3,0,1,2,CAN,0.008064810896380935,0.008064810896380935,8.658829798905973
Brazil,2024,Meat & Seafood,15462.15,15203.97,79.32,349.84,36.14,17.549999999999997,America,Unknown,0.0441977761262291,43.45978161445232,15462150.0,0.0441977761262291,6,0,1,6,241.0,1271.7167061731484,-0.8090169943750019,6139.691999999998,2099.04,43459.78161445232,44.19777612622914,0.983302451470203,23884.05999999999,22325.593333333338,0.0163793484711776,0.0163808680435622,89.46633318088271,2,6,1,2,BRA,0.04419777612622913,0.04419777612622913,43.45978161445232
Spain,2023,Frozen Food,5575.76,5997.71,168.26,920.7,42.2,17.549999999999997,Europe,Unknown,0.006056000868904,6.514293472357989,5575760.0,0.006056000868904,5,0,1,5,216.0,1271.0883876424302,-0.3090169943748428,16158.284999999998,4603.5,6514.293472357988,6.0560008689040945,1.0756757823148773,12142.986666666658,11806.359999999991,0.0054910946240529,0.005874917008377,98.50073053111764,16,3,3,2,ESP,0.006056000868904095,0.006056000868904095,6.514293472357989
UK,2021,Dairy Products,24766.12,29199.89,39.84,1060.44,37.64,17.549999999999997,Europe,Unknown,0.0233545698012145,27.53563615103165,24766120.0,0.0233545698012145,3,1,0,3,105.0,1269.8317505809944,0.8090169943749828,18610.722,3181.32,27535.63615103165,23.354569801214588,1.1790256204847591,18238.683333333334,21350.226666666673,0.0313527808671638,0.0360524275388542,93.9767966127268,18,2,3,2,GBR,0.02335456980121459,0.02335456980121459,27.535636151031646
Italy,2022,Prepared Food,44346.35,45835.32,68.84,246.61,31.12,17.549999999999997,Europe,Unknown,0.1798238108754714,185.8615627914521,44346350.0,0.1798238108754714,4,1,0,4,148.0,1270.4600691117123,0.3090169943750283,4328.005499999999,986.44,185861.56279145207,179.82381087547137,1.0335759312773205,33535.933333333334,35798.61333333334,0.0548729311155882,0.0567229990323682,56.23851019828879,9,7,3,2,ITA,0.1798238108754714,0.1798238108754714,185.8615627914521
Turkey,2019,Beverages,43867.53,43424.76,125.38,506.33,66.18,17.49,Europe,Northern Hemisphere,0.0866382201331147,85.7637509134359,43867530.0,0.0866382201331147,1,0,0,1,55.5,1268.5751135195585,0.8090169943749413,8855.7117,506.33,85763.75091343591,86.63822013311477,0.9899066576121336,45010.37000000002,45292.50000000001,0.0480495957582359,0.0460019955813051,79.29427409002034,17,1,3,0,TUR,0.08663822013311477,0.08663822013311477,85.7637509134359
Germany,2024,Fruits & Vegetables,16313.98,13151.48,117.37,857.42,65.39,17.549999999999997,Europe,Unknown,0.0190268246600265,15.338433906370271,16313980.0,0.0190268246600265,6,0,1,6,268.5,1271.7167061731484,-0.8090169943750019,15047.720999999998,5144.5199999999995,15338.433906370274,19.02682466002659,0.8061478560106118,18791.40333333334,18962.763333333332,0.018436192000213,0.0147881254708265,95.80240115695926,6,4,3,2,DEU,0.01902682466002659,0.01902682466002659,15.338433906370273
Canada,2019,Frozen Food,27947.56,23836.43,47.48,600.14,54.69,35.05,America,Northern Hemisphere,0.0465684007065018,39.7181157729863,27947560.0,0.0465684007065018,1,0,0,1,53.5,1268.5751135195585,0.8090169943749413,21034.907,600.14,39718.115772986304,46.56840070650182,0.8528984283422237,25266.16666666666,21843.65666666667,0.0242454584031416,0.0204857091551712,89.50861232379113,3,3,1,0,CAN,0.04656840070650182,0.04656840070650182,39.7181157729863
Italy,2021,Dairy Products,10675.42,10732.23,88.0,20.34,68.45,11.85,Europe,Northern Hemisphere,0.5248485742379547,527.641592920354,10675420.0,0.5248485742379547,3,1,0,3,111.5,1269.8317505809944,0.8090169943749828,241.029,61.02,527641.592920354,524.8485742379547,1.0053215704862195,22741.11333333334,23967.05666666667,0.0122367243384006,0.0123547197483061,0.0,9,2,3,0,ITA,0.5248485742379547,0.5248485742379547,527.641592920354
China,2023,Beverages,6962.05,7390.53,113.45,453.29,66.12,17.549999999999997,Asia,Unknown,0.0153589313684396,16.30419819541574,6962050.0,0.0153589313684396,5,0,1,5,210.5,1271.0883876424302,-0.3090169943748428,7955.239499999999,2266.4500000000003,16304.198195415736,15.35893136843963,1.0615450908855868,18274.08,18876.756666666664,0.0097220925859424,0.0102052733977571,96.21932978887688,4,1,2,2,CHN,0.01535893136843963,0.01535893136843963,16.30419819541574
Indonesia,2019,Meat & Seafood,4668.89,4069.92,156.86,409.87,36.42,6.77,Asia,Southern Hemisphere,0.0113911484129114,9.92978261399956,4668890.0,0.0113911484129114,1,0,0,1,45.5,1268.5751135195585,0.8090169943749413,2774.8199,409.87,9929.78261399956,11.391148412911411,0.871710406542026,24087.486666666664,21138.30666666666,0.0080324220898635,0.0070060848095834,97.41226096079244,8,6,2,1,IDN,0.01139114841291141,0.01139114841291141,9.92978261399956
South Africa,2024,Prepared Food,34323.78,29914.05,90.8,802.77,64.26,17.549999999999997,Africa,Unknown,0.0427566799955155,37.263537501401395,34323780.0,0.0427566799955155,6,0,1,6,226.5,1271.7167061731484,-0.8090169943750019,14088.613499999998,4816.62,37263.53750140139,42.756679995515526,0.8715255137983055,24569.539999999997,23723.129999999994,0.0354241267033482,0.0305313168994138,90.2877110504877,14,7,0,2,ZAF,0.04275667999551553,0.04275667999551553,37.263537501401395
Saudi Arabia,2019,Meat & Seafood,46425.97,42039.23,97.38,604.8,54.43,30.03,Asia,Northern Hemisphere,0.0767625165343915,69.50930886243387,46425970.0,0.0767625165343915,1,0,0,1,56.0,1268.5751135195585,0.8090169943749413,18162.144,604.8,69509.30886243387,76.76251653439154,0.9055110749436146,17750.743333333336,16598.143333333333,0.0431773361564071,0.0398236428260803,82.3023167989418,13,6,2,0,SAU,0.07676251653439153,0.07676251653439153,69.50930886243387
China,2020,Beverages,33869.08,39393.64,47.94,478.88,63.51,21.96,Asia,Northern Hemisphere,0.0707256097560975,82.26202806548613,33869080.0,0.0707256097560975,2,1,0,2,97.0,1269.2034320502764,1.0,10516.2048,957.76,82262.02806548614,70.72560975609757,1.1631151480937776,16985.143333333337,18587.88,0.0304709515596233,0.0350975740898883,81.87221182759772,4,1,2,0,CHN,0.07072560975609755,0.07072560975609755,82.26202806548613
Brazil,2021,Prepared Food,15792.82,13928.46,190.83,777.44,45.64,18.87,America,Southern Hemisphere,0.0203138763119983,17.91580057625026,15792820.0,0.0203138763119983,3,1,0,3,132.0,1269.8317505809944,0.8090169943749828,14670.2928,2332.32,17915.800576250254,20.313876311998353,0.8819488856328381,25937.23999999999,24025.006666666664,0.0221076618024776,0.0189182246001001,95.36447725869522,2,7,1,1,BRA,0.020313876311998352,0.020313876311998352,17.91580057625026
China,2020,Prepared Food,24702.5,24507.47,29.51,509.75,35.44,21.96,Asia,Northern Hemisphere,0.0484600294261893,48.07743011280039,24702500.0,0.0484600294261893,2,1,0,2,97.0,1269.2034320502764,1.0,11194.11,1019.5,48077.43011280039,48.46002942618931,0.9921048476874812,21844.543333333335,23763.88,0.0222240663431541,0.0218348125250856,88.40785286905346,4,7,2,0,CHN,0.04846002942618931,0.04846002942618931,48.07743011280039
South Korea,2023,Beverages,7317.0,6147.99,37.85,285.31,38.59,17.549999999999997,Asia,Unknown,0.0256457887911394,21.548456065332445,7317000.0,0.0256457887911394,5,0,1,5,190.0,1271.0883876424302,-0.3090169943748428,5007.190499999999,1426.55,21548.456065332444,25.645788791139463,0.8402337023370233,23968.593333333338,24183.126666666663,0.0103158605983089,0.0086426521255448,94.25474396270724,15,1,2,2,KOR,0.025645788791139462,0.025645788791139462,21.548456065332445
USA,2022,Beverages,22160.77,18453.23,144.19,814.77,49.32,17.549999999999997,America,Unknown,0.027198804570615,22.648391570627293,22160770.0,0.027198804570615,4,1,0,4,156.5,1270.4600691117123,0.3090169943750283,14299.213499999998,3259.08,22648.391570627293,27.19880457061502,0.8326980515568727,20014.80333333333,17052.096666666665,0.0178676912474769,0.0149946503251798,93.92732820305118,19,1,1,2,USA,0.02719880457061502,0.02719880457061502,22.648391570627293
South Korea,2023,Bakery Items,36457.7,35507.75,156.06,822.5,42.21,17.549999999999997,Asia,Unknown,0.04432547112462,43.17051671732523,36457700.0,0.04432547112462,5,0,1,5,190.0,1271.0883876424302,-0.3090169943748428,14434.874999999998,4112.5,43170.51671732523,44.32547112462006,0.9739437759375936,22877.55666666666,21243.88666666666,0.0513998292927384,0.0499156848028077,89.47738237082066,15,0,2,2,KOR,0.04432547112462006,0.04432547112462006,43.17051671732523
Argentina,2021,Bakery Items,13177.03,11186.44,96.41,866.97,64.26,15.81,America,Southern Hemisphere,0.0151989457536016,12.902914749068596,13177030.0,0.0151989457536016,3,1,0,3,130.5,1269.8317505809944,0.8090169943749828,13706.7957,2600.91,12902.914749068595,15.198945753601624,0.8489348510248516,18600.36666666667,15791.47666666667,0.0125536820641159,0.0106022699793606,96.58185611958892,0,0,1,1,ARG,0.015198945753601624,0.015198945753601624,12.902914749068595
Brazil,2020,Beverages,16549.13,18798.01,176.06,1330.66,65.83,18.87,America,Southern Hemisphere,0.012436783250417,14.126831797754498,16549130.000000002,0.012436783250417,2,1,0,2,97.0,1269.2034320502764,1.0,25109.5542,2661.32,14126.831797754496,12.436783250417086,1.1358911314371207,15934.699999999995,15976.813333333332,0.0181139529110318,0.0211163132262246,96.84616716516616,2,1,1,1,BRA,0.012436783250417088,0.012436783250417088,14.126831797754498
Germany,2018,Meat & Seafood,27457.99,26842.11,44.11,323.12,41.5,20.23,Europe,Northern Hemisphere,0.0849776863084922,83.0716452092102,27457990.0,0.0849776863084922,0,0,0,0,21.0,1267.9467949888406,0.3090169943749612,6536.7176,0.0,83071.6452092102,84.97768630849221,0.9775700989038164,16562.016666666674,15022.126666666669,0.02694356989184,0.0268083775546904,79.79595939589007,6,6,3,0,DEU,0.0849776863084922,0.0849776863084922,83.0716452092102
Australia,2021,Prepared Food,37483.6,30340.62,35.06,43.3,58.42,46.82,Oceania,Southern Hemisphere,0.8656720554272518,700.7071593533487,37483600.0,0.8656720554272518,3,1,0,3,109.5,1269.8317505809944,0.8090169943749828,2027.306,129.89999999999998,700707.1593533488,865.6720554272517,0.8094371938661175,40769.43333333333,39091.27,0.0405236703507159,0.0321720196162177,0.0,1,7,4,1,AUS,0.8656720554272518,0.8656720554272518,700.7071593533487
Argentina,2023,Frozen Food,1401.65,1589.87,100.81,715.88,36.45,17.549999999999997,America,Unknown,0.0019579398781918,2.2208610381628207,1401650.0,0.0019579398781918,5,0,1,5,193.5,1271.0883876424302,-0.3090169943748428,12563.693999999998,3579.4,2220.8610381628205,1.957939878191876,1.1342845931580636,8717.256666666666,7996.16,0.0019737935029671,0.0022765589801063,99.50380231323686,0,3,1,2,ARG,0.0019579398781918757,0.0019579398781918757,2.2208610381628207
South Korea,2019,Prepared Food,19155.37,18836.42,76.63,920.98,51.58,22.01,Asia,Northern Hemisphere,0.0207988989988924,20.452583117983018,19155370.0,0.0207988989988924,1,0,0,1,53.5,1268.5751135195585,0.8090169943749413,20270.7698,920.98,20452.583117983013,20.798898998892483,0.9833493166668146,20976.69,20164.05333333333,0.0205623140564816,0.0199667892578567,95.04289582835676,15,7,2,0,KOR,0.020798898998892486,0.020798898998892486,20.452583117983018
South Africa,2019,Bakery Items,29637.0,29402.46,88.7,676.5,64.96,7.55,Africa,Southern Hemisphere,0.0438093126385809,43.46261640798226,29637000.0,0.0438093126385809,1,0,0,1,50.5,1268.5751135195585,0.8090169943749413,5107.575,676.5,43462.61640798226,43.809312638580934,0.9920862435469175,28781.10666666667,27443.003333333327,0.0315255463670134,0.0312792174245643,89.52043458980043,14,0,0,1,ZAF,0.043809312638580934,0.043809312638580934,43.46261640798226
India,2018,Dairy Products,15230.15,17122.26,50.72,1105.7,39.77,5.11,Asia,Northern Hemisphere,0.0137742154291399,15.48544813240481,15230150.0,0.0137742154291399,0,0,0,0,24.5,1267.9467949888406,0.3090169943749612,5650.127,0.0,15485.448132404808,13.774215429139913,1.124234495392363,23165.463333333344,23321.136666666673,0.012711492467338,0.0141154746178774,96.52306502667992,7,2,2,0,IND,0.013774215429139912,0.013774215429139912,15.48544813240481
Germany,2023,Dairy Products,9224.55,10662.32,194.63,1325.1,66.16,17.549999999999997,Europe,Unknown,0.0069613991396875,8.046426684778508,9224550.0,0.0069613991396875,5,0,1,5,229.0,1271.0883876424302,-0.3090169943748428,23255.504999999994,6625.5,8046.426684778508,6.961399139687571,1.155863429652395,17665.50666666667,16885.303333333333,0.0091418077721088,0.0105843328363253,98.22076145196588,6,2,3,2,DEU,0.006961399139687571,0.006961399139687571,8.046426684778508
USA,2022,Frozen Food,31304.33,28928.51,176.79,1013.41,51.35,17.549999999999997,America,Unknown,0.0308900938415843,28.545712002052475,31304330.0,0.0308900938415843,4,1,0,4,156.5,1270.4600691117123,0.3090169943750283,17785.345499999996,4053.64,28545.71200205247,30.890093841584356,0.9241057067824162,19692.14999999999,17779.036666666667,0.0252399218596253,0.0235066105976281,92.82081566197292,19,3,1,2,USA,0.030890093841584355,0.030890093841584355,28.545712002052475
South Africa,2019,Meat & Seafood,8507.36,8265.53,105.52,1268.68,46.15,7.55,Africa,Southern Hemisphere,0.0067056783428445,6.515062900022071,8507360.0,0.0067056783428445,1,0,0,1,50.5,1268.5751135195585,0.8090169943749413,9578.534,1268.68,6515.062900022071,6.705678342844531,0.9715740253145512,24156.046666666665,22527.346666666665,0.0090494710038423,0.0087931183308899,98.40969874199956,14,6,0,1,ZAF,0.006705678342844531,0.006705678342844531,6.515062900022071
Saudi Arabia,2023,Frozen Food,28636.48,28091.86,46.01,287.34,57.16,17.549999999999997,Asia,Unknown,0.0996606111227117,97.76522586482912,28636480.0,0.0996606111227117,5,0,1,5,181.5,1271.0883876424302,-0.3090169943748428,5042.816999999999,1436.6999999999998,97765.22586482912,99.66061112271176,0.9809816010906368,26448.193333333333,24985.74,0.0317644396802281,0.0306771822992125,76.27099185633745,13,3,2,2,SAU,0.09966061112271177,0.09966061112271177,97.76522586482912
Mexico,2020,Fruits & Vegetables,49739.79,50312.88,153.39,1312.21,32.84,10.85,America,Northern Hemisphere,0.0379053581362739,38.342094634243,49739790.0,0.0379053581362739,2,1,0,2,80.5,1269.2034320502764,1.0,14237.4785,2624.42,38342.09463424299,37.90535813627392,1.011521761551466,38789.7,38438.33666666667,0.0752877372786534,0.0754045727325545,90.85904039749737,11,4,1,0,MEX,0.03790535813627392,0.03790535813627392,38.342094634243
UK,2024,Frozen Food,30576.71,28635.98,130.77,606.2,69.26,17.549999999999997,Europe,Unknown,0.0504399703068294,47.23850214450676,30576710.0,0.0504399703068294,6,0,1,6,226.5,1271.7167061731484,-0.8090169943750019,10638.81,3637.2,47238.50214450676,50.43997030682942,0.9365291426055976,20747.98666666667,21731.85000000001,0.0337043522126196,0.0320247052499919,88.21455394259321,18,3,3,2,GBR,0.05043997030682943,0.05043997030682943,47.23850214450676
China,2019,Grains & Cereals,34065.16,36053.3,171.25,786.38,32.57,21.96,Asia,Northern Hemisphere,0.0433189552124926,45.84717312240901,34065160.0,0.0433189552124926,1,0,0,1,59.0,1268.5751135195585,0.8090169943749413,17268.9048,786.38,45847.17312240902,43.318955212492696,1.0583628551869415,30878.91333333334,33318.136666666665,0.0471248713582823,0.0474732880868939,89.35062895801012,4,5,2,0,CHN,0.04331895521249269,0.04331895521249269,45.84717312240901
Spain,2023,Fruits & Vegetables,9824.63,10166.38,170.95,95.48,65.78,17.549999999999997,Europe,Unknown,0.1028972559698366,106.4765395894428,9824630.0,0.1028972559698366,5,0,1,5,216.0,1271.0883876424302,-0.3090169943748428,1675.6739999999998,477.4,106476.5395894428,102.8972559698366,1.0347850249831292,6764.793333333325,6732.989999999991,0.0096754474683826,0.0099582405244041,74.94673020527858,16,4,3,2,ESP,0.10289725596983662,0.10289725596983662,106.47653958944281
Japan,2022,Frozen Food,9697.91,9427.62,44.7,56.85,55.06,17.549999999999997,Asia,Unknown,0.1705876868953386,165.83324538258574,9697910.0,0.1705876868953386,4,1,0,4,165.5,1270.4600691117123,0.3090169943750283,997.7175,227.4,165833.24538258577,170.5876868953386,0.9721290463615356,23227.45,23690.083333333332,0.0139739492218168,0.013119130359747,59.534399296394014,10,3,2,2,JPN,0.1705876868953386,0.1705876868953386,165.83324538258574
South Africa,2023,Bakery Items,37209.84,40772.12,113.06,270.27,30.78,17.549999999999997,Africa,Unknown,0.1376765456765456,150.85699485699485,37209840.0,0.1376765456765456,5,0,1,5,188.5,1271.0883876424302,-0.3090169943748428,4743.238499999999,1351.35,150856.99485699486,137.6765456765457,1.095734891630816,25118.066666666666,26146.703333333327,0.0462072925926895,0.0504763002817996,65.63958411958413,14,0,0,2,ZAF,0.13767654567654566,0.13767654567654566,150.85699485699485
Brazil,2021,Beverages,21101.21,23285.83,108.62,670.49,63.81,18.87,America,Southern Hemisphere,0.0314713269399991,34.72957091082641,21101210.0,0.0314713269399991,3,1,0,3,132.0,1269.8317505809944,0.8090169943749828,12652.1463,2011.47,34729.57091082641,31.471326939999106,1.1035305558306847,17814.38666666666,18670.766666666663,0.0295386393502275,0.0316278010591085,92.12105713731748,2,1,1,1,BRA,0.03147132693999911,0.03147132693999911,34.72957091082641
South Africa,2021,Dairy Products,1979.87,1973.37,26.58,128.16,63.76,7.55,Africa,Southern Hemisphere,0.0154484238451935,15.397705992509364,1979870.0,0.0154484238451935,3,1,0,3,121.0,1269.8317505809944,0.8090169943749828,967.608,384.48,15397.705992509362,15.448423845193508,0.9967169561637884,15899.023333333333,17003.67333333333,0.001862165761035,0.0018329801444381,96.29745006242196,14,2,0,1,ZAF,0.015448423845193508,0.015448423845193508,15.397705992509364
South Korea,2018,Fruits & Vegetables,30550.86,35584.2,154.75,269.19,33.85,21.65,Asia,Northern Hemisphere,0.1134918087596121,132.1899030424607,30550860.0,0.1134918087596121,0,0,0,0,17.5,1267.9467949888406,0.3090169943749612,5827.9635,0.0,132189.9030424607,113.49180875961216,1.1647528089225638,28721.31,29976.123333333333,0.0435167693239427,0.0497443535674129,70.89215646940823,15,4,2,0,KOR,0.11349180875961216,0.11349180875961216,132.1899030424607
